session_id,label,turn,timestamp,request_kb,response_kb,growth_from_base_kb,growth_from_base_pct,latency_ms,status,msg_count_in_payload,user_message,system_prompt_chars,billing_header_chars,tools_chars,prior_history_chars,new_input_chars,cache_read_chars,cache_write_chars,cache_total_chars,cache_parse_ok,cache_read_pct,cache_write_pct,billing_header_pct
S08,git_workflow,17,19:37:56.99,100.8,3.5,18.2,22.0,2373,completed,23,push it to github,15403,80,67425,12175,146,95003,146,103152,True,92.1,0.1,0.1
S08,git_workflow,18,19:37:59.42,101.7,5.4,19.1,23.2,3392,completed,25,push it to github,15403,80,67425,12423,598,95251,598,104098,True,91.5,0.6,0.1
S08,git_workflow,19,19:38:02.84,103.3,19.9,20.7,25.1,8664,completed,27,[SUGGESTION MODE: Suggest what the user might naturally type next into Claude Co,15403,80,67425,13395,1100,96223,1100,105725,True,91.0,1.0,0.1
S08,git_workflow,20,19:38:14.95,102.2,5.4,19.6,23.8,2632,completed,27,yeah do it,15403,80,67425,13395,10,96223,10,104599,True,92.0,0.0,0.1
S08,git_workflow,21,19:38:35.72,103.3,3.8,20.7,25.1,2429,completed,29,yeah do it,15403,80,67425,13601,298,96429,298,105742,True,91.2,0.3,0.1
S08,git_workflow,22,19:38:39.13,103.8,2.7,21.2,25.7,2380,completed,31,yeah do it,15403,80,67425,14009,136,96837,136,106229,True,91.2,0.1,0.1
S08,git_workflow,23,19:38:41.52,105.2,26.6,22.6,27.4,11464,completed,33,[SUGGESTION MODE: Suggest what the user might naturally type next into Claude Co,15403,80,67425,14338,1100,97166,1100,107673,True,90.2,1.0,0.1
S09,mixed_social_code,1,19:39:30.13,82.7,40.2,0.0,0.0,17251,completed,1,hey quick question — do you think LLMs will ever be able to accurately count the,15472,80,67425,0,1931,0,84828,84620,True,0.0,100.2,0.1
S09,mixed_social_code,2,19:39:47.40,89.3,18.1,6.6,8.0,7749,completed,3,[SUGGESTION MODE: Suggest what the user might naturally type next into Claude Co,15472,80,67425,4990,1100,87887,1100,91385,True,96.2,1.2,0.1
S09,mixed_social_code,3,19:39:50.07,88.4,6.2,5.7,6.9,3249,completed,3,"interesting. anyway, back to the project — add a new session type to all_session",15472,80,67425,4990,219,87887,219,90468,True,97.1,0.2,0.1
S09,mixed_social_code,4,19:39:53.35,89.5,1.8,6.8,8.2,2089,completed,5,"interesting. anyway, back to the project — add a new session type to all_session",15472,80,67425,5508,119,88405,119,91572,True,96.5,0.1,0.1
S09,mixed_social_code,5,19:39:55.47,89.8,3.3,7.1,8.6,2031,completed,7,"interesting. anyway, back to the project — add a new session type to all_session",15472,80,67425,5662,84,88559,84,91915,True,96.3,0.1,0.1
S09,mixed_social_code,6,19:39:57.53,92.4,6.7,9.6,11.7,2965,completed,9,"interesting. anyway, back to the project — add a new session type to all_session",15472,80,67425,5847,2049,88744,2049,94434,True,94.0,2.2,0.1
S09,mixed_social_code,7,19:40:00.53,95.4,5.8,12.6,15.3,2902,completed,11,"interesting. anyway, back to the project — add a new session type to all_session",15472,80,67425,8163,2285,91060,2285,97381,True,93.5,2.3,0.1
S09,mixed_social_code,8,19:40:04.37,101.5,98.1,18.8,22.7,20308,completed,13,"interesting. anyway, back to the project — add a new session type to all_session",15472,80,67425,10693,5417,93590,5417,103684,True,90.3,5.2,0.1
S09,mixed_social_code,9,19:40:49.05,107.2,14.4,24.5,29.6,5399,completed,15,"interesting. anyway, back to the project — add a new session type to all_session",15472,80,67425,21050,643,103947,643,109491,True,94.9,0.6,0.1
S09,mixed_social_code,10,19:40:54.47,108.2,9.3,25.5,30.8,3460,completed,17,"interesting. anyway, back to the project — add a new session type to all_session",15472,80,67425,22382,124,105279,124,110548,True,95.2,0.1,0.1
S09,mixed_social_code,11,19:40:57.97,109.0,10.3,26.2,31.7,3246,completed,19,"interesting. anyway, back to the project — add a new session type to all_session",15472,80,67425,22927,124,105824,124,111311,True,95.1,0.1,0.1
S09,mixed_social_code,12,19:41:01.26,109.7,9.8,27.0,32.7,5347,completed,21,"interesting. anyway, back to the project — add a new session type to all_session",15472,80,67425,23500,124,106397,124,112102,True,94.9,0.1,0.1
S09,mixed_social_code,13,19:41:06.62,111.7,23.2,29.0,35.1,10343,completed,23,[SUGGESTION MODE: Suggest what the user might naturally type next into Claude Co,15472,80,67425,24402,1100,107299,1100,114140,True,94.0,1.0,0.1
S09,mixed_social_code,14,19:41:14.55,110.7,5.2,28.0,33.8,2904,completed,23,now run analyze.py and check if S11 shows up correctly in the output,15472,80,67425,24402,68,107299,68,113072,True,94.9,0.1,0.1
S09,mixed_social_code,15,19:41:17.53,111.7,1.8,29.0,35.0,2201,completed,25,now run analyze.py and check if S11 shows up correctly in the output,15472,80,67425,24703,143,107600,143,114123,True,94.3,0.1,0.1
S09,mixed_social_code,16,19:41:19.76,112.0,3.0,29.3,35.4,1956,completed,27,now run analyze.py and check if S11 shows up correctly in the output,15472,80,67425,24875,76,107772,76,114452,True,94.2,0.1,0.1
S09,mixed_social_code,17,19:41:21.82,113.3,5.0,30.5,36.9,2888,completed,29,now run analyze.py and check if S11 shows up correctly in the output,15472,80,67425,25033,937,107930,937,115736,True,93.3,0.8,0.1
S09,mixed_social_code,18,19:41:24.74,115.8,9.5,33.1,40.0,3957,completed,31,now run analyze.py and check if S11 shows up correctly in the output,15472,80,67425,26168,2012,109065,2012,118258,True,92.2,1.7,0.1
S09,mixed_social_code,19,19:41:28.71,116.5,4.4,33.8,40.9,2379,completed,33,now run analyze.py and check if S11 shows up correctly in the output,15472,80,67425,28622,124,111519,124,119068,True,93.7,0.1,0.1
S09,mixed_social_code,20,19:41:31.17,118.9,4.7,36.2,43.8,2934,completed,35,now run analyze.py and check if S11 shows up correctly in the output,15472,80,67425,28877,2026,111774,2026,121513,True,92.0,1.7,0.1
S09,mixed_social_code,21,19:41:34.16,119.4,9.4,36.7,44.4,5708,completed,37,now run analyze.py and check if S11 shows up correctly in the output,15472,80,67425,31100,52,113997,52,122027,True,93.4,0.0,0.1
S09,mixed_social_code,22,19:41:39.89,121.4,39.7,38.6,46.7,19463,completed,39,[SUGGESTION MODE: Suggest what the user might naturally type next into Claude Co,15472,80,67425,31846,1100,114743,1100,123983,True,92.5,0.9,0.1
S09,mixed_social_code,23,19:41:48.95,120.3,26.2,37.6,45.4,12206,completed,39,"the overhead for S11 seems off, investigate why",15472,80,67425,31846,47,114743,47,122894,True,93.4,0.0,0.1
S09,mixed_social_code,24,19:42:01.19,130.2,4.0,47.4,57.4,2325,completed,41,"the overhead for S11 seems off, investigate why",15472,80,67425,33441,5553,116338,5553,132775,True,87.6,4.2,0.1
S09,mixed_social_code,25,19:42:03.56,137.8,4.2,55.1,66.6,3058,completed,43,"the overhead for S11 seems off, investigate why",15472,80,67425,39162,6791,122059,6791,140296,True,87.0,4.8,0.1
S09,mixed_social_code,26,19:42:06.68,138.4,24.6,55.7,67.3,6806,completed,45,"the overhead for S11 seems off, investigate why",15472,80,67425,46151,172,129048,172,140931,True,91.6,0.1,0.1
S09,mixed_social_code,27,19:42:13.61,140.3,40.2,57.6,69.6,10181,completed,47,"the overhead for S11 seems off, investigate why",15472,80,67425,47474,494,130371,494,142868,True,91.3,0.3,0.1
S09,mixed_social_code,28,19:42:23.87,142.9,5.6,60.2,72.7,3351,completed,49,"the overhead for S11 seems off, investigate why",15472,80,67425,49979,338,132876,338,145493,True,91.3,0.2,0.1
S09,mixed_social_code,29,19:42:42.87,145.5,46.1,62.8,75.9,17752,completed,51,[Request interrupted by user for tool use],15472,80,67425,50534,2146,133431,2146,148195,True,90.0,1.4,0.1
S09,mixed_social_code,30,19:43:00.70,153.0,16.8,70.3,85.0,9239,completed,53,[Request interrupted by user for tool use],15472,80,67425,55475,1572,138372,1572,155894,True,88.8,1.0,0.1
S09,mixed_social_code,31,19:43:09.97,159.9,16.5,77.2,93.4,5080,completed,55,[Request interrupted by user for tool use],15472,80,67425,58074,5194,140971,5194,162752,True,86.6,3.2,0.0
S09,mixed_social_code,32,19:43:15.08,161.1,26.0,78.4,94.7,5221,completed,57,[Request interrupted by user for tool use],15472,80,67425,64059,124,146956,124,163911,True,89.7,0.1,0.0
S09,mixed_social_code,33,19:43:20.33,162.6,24.8,79.8,96.5,4926,completed,59,[Request interrupted by user for tool use],15472,80,67425,65374,124,148271,124,165444,True,89.6,0.1,0.0
S09,mixed_social_code,34,19:43:25.29,164.1,52.4,81.3,98.3,8358,completed,61,[Request interrupted by user for tool use],15472,80,67425,66696,124,149593,124,166984,True,89.6,0.1,0.0
S09,mixed_social_code,35,19:43:33.68,166.9,9.1,84.2,101.7,5208,completed,63,[Request interrupted by user for tool use],15472,80,67425,69377,124,152274,124,169863,True,89.6,0.1,0.0
S09,mixed_social_code,36,19:43:38.97,167.5,10.5,84.8,102.5,3328,completed,65,[Request interrupted by user for tool use],15472,80,67425,69872,17,152769,17,170516,True,89.6,0.0,0.0
S09,mixed_social_code,37,19:43:42.34,168.8,4.3,86.1,104.1,3611,completed,67,[Request interrupted by user for tool use],15472,80,67425,70338,643,153235,643,171831,True,89.2,0.4,0.0
S09,mixed_social_code,38,19:43:46.05,171.2,12.4,88.5,107.0,7146,completed,69,[Request interrupted by user for tool use],15472,80,67425,71138,2026,154035,2026,174302,True,88.4,1.2,0.0
S09,mixed_social_code,39,19:43:53.22,173.2,1.9,90.5,109.4,2760,completed,71,[SUGGESTION MODE: Suggest what the user might naturally type next into Claude Co,15472,80,67425,73918,1100,156815,1100,176321,True,88.9,0.6,0.0
S10,open_source_prep,1,19:44:21.44,82.8,16.8,0.0,0.0,6482,completed,1,look at everything in this project and tell me what's missing for it to be a pro,15549,80,67425,0,1967,0,84941,84736,True,0.0,100.2,0.1
S10,open_source_prep,2,19:44:29.03,94.5,11.5,11.6,14.1,4382,completed,3,look at everything in this project and tell me what's missing for it to be a pro,15549,80,67425,2995,9256,85969,9256,96931,True,88.7,9.5,0.1
S10,open_source_prep,3,19:44:36.18,101.3,6.6,18.5,22.3,3130,completed,5,look at everything in this project and tell me what's missing for it to be a pro,15549,80,67425,12715,5704,95689,5704,103776,True,92.2,5.5,0.1
S10,open_source_prep,4,19:44:41.97,107.9,20.4,25.1,30.3,6146,completed,7,look at everything in this project and tell me what's missing for it to be a pro,15549,80,67425,18675,5703,101649,5703,110454,True,92.0,5.2,0.1
S10,open_source_prep,5,19:44:48.17,109.6,3.5,26.8,32.4,2648,completed,9,look at everything in this project and tell me what's missing for it to be a pro,15549,80,67425,25275,86,108249,86,112236,True,96.4,0.1,0.1
S10,open_source_prep,6,19:44:50.85,111.7,64.4,28.9,34.8,31093,completed,11,look at everything in this project and tell me what's missing for it to be a pro,15549,80,67425,25475,1608,108449,1608,114284,True,94.9,1.4,0.1
S10,open_source_prep,7,19:45:21.96,117.9,26.4,35.1,42.4,11566,completed,13,[SUGGESTION MODE: Suggest what the user might naturally type next into Claude Co,15549,80,67425,32000,1100,114974,1100,120592,True,95.3,0.9,0.1
S10,open_source_prep,8,19:45:35.61,116.8,64.6,34.0,41.0,17624,completed,13,add whatever is missing,15549,80,67425,32000,23,114974,23,119479,True,96.2,0.0,0.1
S10,open_source_prep,9,19:45:53.86,123.7,27.3,40.9,49.4,5039,completed,15,add whatever is missing,15549,80,67425,35013,719,117987,719,126547,True,93.2,0.6,0.1
S10,open_source_prep,10,19:46:01.34,125.5,39.5,42.7,51.5,10968,completed,17,add whatever is missing,15549,80,67425,37036,118,120010,118,128385,True,93.5,0.1,0.1
S10,open_source_prep,11,19:46:12.35,128.0,73.6,45.2,54.6,16428,completed,19,add whatever is missing,15549,80,67425,39026,143,122000,143,130957,True,93.2,0.1,0.1
S10,open_source_prep,12,19:46:28.84,132.6,132.8,49.8,60.1,30859,completed,21,add whatever is missing,15549,80,67425,42631,358,125605,358,135658,True,92.6,0.3,0.1
S10,open_source_prep,13,19:46:59.75,139.7,5.5,56.9,68.7,7970,completed,23,add whatever is missing,15549,80,67425,49640,147,132614,147,143002,True,92.7,0.1,0.1
S10,open_source_prep,14,19:47:07.73,139.7,0.2,56.9,68.7,7173,completed,23,add whatever is missing,15549,80,67425,49640,147,132614,147,142988,True,92.7,0.1,0.1
S10,open_source_prep,15,19:47:55.75,139.8,8.0,57.0,68.8,7046,completed,23,continue,15549,80,67425,49640,155,132614,155,143036,True,92.7,0.1,0.1
S10,open_source_prep,16,19:48:02.81,139.8,0.2,56.9,68.8,11232,completed,23,continue,15549,80,67425,49640,155,132614,155,143022,True,92.7,0.1,0.1
S10,open_source_prep,17,19:48:27.57,139.8,8.2,57.0,68.8,7571,completed,23,continue,15549,80,67425,49640,175,132614,175,143082,True,92.7,0.1,0.1
S10,open_source_prep,18,19:48:35.15,139.8,0.2,57.0,68.8,7384,completed,23,continue,15549,80,67425,49640,175,132614,175,143068,True,92.7,0.1,0.1
S10,open_source_prep,19,19:49:19.48,139.9,15.6,57.1,68.9,10982,completed,23,continue,15549,80,67425,49640,220,132614,220,143153,True,92.6,0.2,0.1
S10,open_source_prep,20,19:49:30.48,139.9,0.2,57.1,68.9,11083,completed,23,continue,15549,80,67425,49640,220,132614,220,143139,True,92.6,0.2,0.1
S10,open_source_prep,21,19:50:18.96,82.9,21.5,0.1,0.1,7507,completed,1,look at everything in this project and tell me what's missing for it to be a pro,15655,80,67425,0,1967,0,85047,84848,True,0.0,100.2,0.1
S10,open_source_prep,22,19:50:26.49,109.8,12.7,26.9,32.5,5015,completed,3,look at everything in this project and tell me what's missing for it to be a pro,15655,80,67425,3344,23069,86424,23069,111896,True,77.2,20.6,0.1
S10,open_source_prep,23,19:50:32.49,120.7,21.5,37.9,45.8,6956,completed,5,look at everything in this project and tell me what's missing for it to be a pro,15655,80,67425,26896,8983,109976,8983,122664,True,89.7,7.3,0.1
S10,open_source_prep,24,19:50:39.52,122.8,6.7,39.9,48.2,3210,completed,7,look at everything in this project and tell me what's missing for it to be a pro,15655,80,67425,36756,252,119836,252,124769,True,96.0,0.2,0.1
S10,open_source_prep,25,19:50:45.76,129.4,44.4,46.6,56.3,21533,completed,9,look at everything in this project and tell me what's missing for it to be a pro,15655,80,67425,37239,5691,120319,5691,131390,True,91.6,4.3,0.1
S10,open_source_prep,26,19:51:07.32,134.3,30.2,51.5,62.2,12515,completed,11,[SUGGESTION MODE: Suggest what the user might naturally type next into Claude Co,15655,80,67425,46529,1100,129609,1100,136345,True,95.1,0.8,0.1
S10,open_source_prep,27,19:51:42.11,133.2,15.5,50.4,60.9,10305,completed,11,add basic required features out of this list,15655,80,67425,46529,44,129609,44,135253,True,95.8,0.0,0.1
S10,open_source_prep,28,19:51:52.43,133.2,0.2,50.4,60.8,14378,completed,11,add basic required features out of this list,15655,80,67425,46529,44,129609,44,135239,True,95.8,0.0,0.1
S10,open_source_prep,29,19:52:16.38,133.8,45.1,51.0,61.6,13914,completed,11,add basic required features out of this list,15655,80,67425,46529,588,129609,588,135852,True,95.4,0.4,0.1
S10,open_source_prep,30,19:52:30.69,139.1,15.2,56.2,67.9,4847,completed,13,add basic required features out of this list,15655,80,67425,49326,483,132406,483,141228,True,93.8,0.3,0.1
S10,open_source_prep,31,19:52:38.04,140.2,5.6,57.4,69.3,11426,completed,15,add basic required features out of this list,15655,80,67425,50482,134,133562,134,142446,True,93.8,0.1,0.1
S10,open_source_prep,32,19:52:49.48,140.2,0.2,57.4,69.3,6567,completed,15,add basic required features out of this list,15655,80,67425,50482,134,133562,134,142432,True,93.8,0.1,0.1
S10,open_source_prep,33,19:53:10.92,140.3,7.4,57.5,69.4,3869,completed,15,whats 8+8,15655,80,67425,50482,143,133562,143,142481,True,93.7,0.1,0.1
S10,open_source_prep,34,19:53:14.81,142.6,29.6,59.8,72.2,12907,completed,17,[SUGGESTION MODE: Suggest what the user might naturally type next into Claude Co,15655,80,67425,51001,1100,134081,1100,144887,True,92.5,0.8,0.1
S10,open_source_prep,35,19:53:28.30,141.5,16.9,58.7,70.9,6331,completed,17,push everything to github,15655,80,67425,51001,25,134081,25,143776,True,93.3,0.0,0.1
S10,open_source_prep,36,19:53:34.82,152.9,25.4,70.1,84.6,7533,completed,19,push everything to github,15655,80,67425,51895,8861,134975,8861,155439,True,86.8,5.7,0.1
S10,open_source_prep,37,19:53:42.57,155.8,4.7,72.9,88.1,3791,completed,21,push everything to github,15655,80,67425,61703,1311,144783,1311,158341,True,91.4,0.8,0.1
S10,open_source_prep,38,19:53:47.43,156.4,10.5,73.5,88.8,5976,completed,23,push everything to github,15655,80,67425,63128,113,146208,113,158975,True,92.0,0.1,0.1
S10,open_source_prep,39,19:53:53.42,158.5,33.1,75.6,91.3,21989,completed,25,[SUGGESTION MODE: Suggest what the user might naturally type next into Claude Co,15655,80,67425,64098,1100,147178,1100,161099,True,91.4,0.7,0.0
